SERIAL_NUMBER,LIST_YEAR,DATE_RECORDED,TOWN,ADDRESS,ASSESSED_VALUE,SALE_AMOUNT,SALES_RATIO,PROPERTY_TYPE,RESIDENTIAL_TYPE,NON_USE_CODE,ASSESSOR_REMARKS,OPM_REMARKS,LOCATION,CREATED_AT
42514,2004,2005-07-29,Stamford,44 COLUMBUS PL B6,116480.0,440000.0,0.264727273,,,,,,,2023-06-09 15:22:16.839850
40429,2004,2005-07-01,Stonington,81 WAMPHASSUC RD,645800.0,1303903.0,0.495282241,,,,,,POINT (-71.92197 41.34134),2023-06-09 14:54:16.661736
41910,2004,2005-08-01,Norwalk,62 GLENWOOD AVE,216300.0,450000.0,0.480666667,,,,,,,2023-06-09 15:27:16.688004
41807,2004,2005-07-19,Norwalk,25 CHANNEL AVE,452830.0,950000.0,0.476663158,,,,,,,2023-06-09 15:11:16.848419
40415,2004,2005-07-01,Simsbury,5 ROCKLYN DR,167610.0,325000.0,0.515723077,,,,,,,2023-06-09 14:53:16.865376
42566,2004,2005-08-02,Stamford,7 PIAVE ST 23,75180.0,298700.0,0.25169066,,,,,,,2023-06-09 15:30:16.709917
40133,2004,2005-07-29,Prospect,47 BARBARA AVE,19010.0,80000.0,0.237625,,,25,,,,2023-06-09 15:23:16.842191
40532,2004,2005-07-18,Farmington,25 HIDDEN OAK DR,473000.0,965375.0,0.489965039,,,,,,,2023-06-09 15:09:16.693684
40971,2004,2005-07-21,West Hartford,42 GIFFORD RD,79660.0,258000.0,0.30875969,,,,,,POINT (-72.73237 41.75287),2023-06-09 15:14:11.664587
40555,2004,2005-08-15,Vernon,115 GROVE ST,101950.0,224540.0,0.454039369,,,,,,,2023-06-09 15:41:11.727517
40557,2004,2005-07-15,Newtown,6 PHEASANT RDG RD,597800.0,1045000.0,0.572057416,,,,,,,2023-06-09 15:08:11.746737
42638,2004,2005-08-01,Waterbury,52 CLAIRMONT AVE,102200.0,257000.0,0.39766537,,,,,,,2023-06-09 15:27:16.688004
40616,2004,2005-07-22,Thomaston,70 SKYVIEW DR,199740.0,460000.0,0.434217391,,,,,,,2023-06-09 15:15:11.820529
42873,2004,2005-08-15,Waterbury,150 MARK LN UT P1,19460.0,63000.0,0.308888889,,,,,,POINT (-73.00683 41.57494),2023-06-09 15:40:11.705161
41001,2004,2005-07-06,Fairfield,95 DUDLEY DR,233660.0,620000.0,0.376870968,,,,,,,2023-06-09 14:58:16.755857
41035,2004,2005-07-07,Fairfield,1421 UNQUOWA RD,378840.0,925000.0,0.409556757,,,,,,,2023-06-09 15:00:16.725052
40176,2004,2005-08-01,Essex,168 RIVER RD,538000.0,637500.0,0.843921569,,,,,,,2023-06-09 15:27:16.688004
40039,2004,2005-07-06,Cornwall,WHITCOMB HL RD,5430.0,240000.0,0.022625,,,28,,,,2023-06-09 14:59:11.729205
40232,2004,2005-08-03,North Branford,1 WHITING CT,28000.0,421809.0,0.066380755,,,7,,,,2023-06-09 15:31:11.867138
40437,2004,2005-07-12,Ridgefield,17 CONLEY CT,644360.0,1265000.0,0.509375494,,,,,,,2023-06-09 15:04:16.784212
40595,2004,2005-08-08,South Windsor,460 FOSTER ST,114550.0,201500.0,0.568486352,,,,,,,2023-06-09 15:35:11.709436
42269,2004,2005-07-05,Stamford,155 HIGHLINE TRL,332290.0,880000.0,0.377602273,,,,,,,2023-06-09 14:57:11.729739
41237,2004,2005-08-15,Greenwich,60 SPRING ST UT 3,124040.0,1040000.0,0.119269231,,,7,,,,2023-06-09 15:40:11.705161
40291,2004,2005-07-01,Colchester,88 BRINDLEWOOD PATH,106300.0,272000.0,0.390808824,,,,,,POINT (-72.30678 41.60751),2023-06-09 14:54:16.661736
40605,2004,2005-06-30,Glastonbury,103 CIDER ML RD,215100.0,382000.0,0.563089005,,,,,,,2023-06-09 14:52:56.443116
40935,2004,2005-07-22,Norwich,35 BALTIC ST,68000.0,159900.0,0.425265791,,,,,,,2023-06-09 15:16:16.834164
40972,2004,2005-08-02,West Haven,5 TREAT ST UT 16F,22960.0,59000.0,0.389152542,,,,,,,2023-06-09 15:29:16.935029
43175,2004,2005-08-12,Bridgeport,294 AMSTERDAM AVE,114660.0,349000.0,0.328538682,,,,,,,2023-06-09 15:38:16.691129
49335,2004,2005-08-01,Wolcott,27 WIHBEY DR,95340.0,225500.0,0.422793792,,,,,,,2023-06-09 15:27:16.688004
41930,2004,2005-07-22,Southington,137 LAWNCREST DR,82460.0,219900.0,0.374988631,,,,,,POINT (-72.87725 41.58055),2023-06-09 15:15:11.820529
40517,2004,2005-08-01,New London,206 CONNECTICUT AVE,101430.0,236000.0,0.429788136,,,,,,POINT (-72.1088 41.35787),2023-06-09 15:26:11.767496
40667,2004,2005-07-07,Naugatuck,100 LEWIS ST,93250.0,35000.0,2.664285714,,,1,,,,2023-06-09 15:00:16.725052
40900,2004,2005-07-11,West Haven,22 HINMAN ST,84560.0,270000.0,0.313185185,,,,,,,2023-06-09 15:02:11.704908
41845,2004,2005-07-22,Norwalk,16 & STRAWBERRY HL,1050770.0,1800000.0,0.583761111,,,,,,,2023-06-09 15:15:11.820529
40843,2004,2005-07-26,Torrington,96 RICCIARDONE AVE,75100.0,163000.0,0.460736196,,,,,,,2023-06-09 15:18:16.806490
40933,2004,2005-08-16,Wallingford,102 HIGH ST,89800.0,216450.0,0.414876415,,,,,,,2023-06-09 15:41:11.727517
40296,2004,2005-07-18,Wolcott,20 WOLF HL RD 3H,77560.0,185000.0,0.419243243,,,,,,,2023-06-09 15:10:16.740441
42457,2004,2005-07-11,Waterbury,25 LISA CT UT 9,28000.0,62000.0,0.451612903,,,,,,POINT (-73.02664 41.59521),2023-06-09 15:02:11.704908
40918,2004,2005-08-01,East Hartford,23 SIOUX RD,23270.0,64000.0,0.36359375,,,,,,,2023-06-09 15:26:11.767496
41744,2004,2005-07-11,Norwalk,7 SILK ST,168140.0,300000.0,0.560466667,,,,,,POINT (-73.42838 41.11749),2023-06-09 15:02:11.704908
40816,2004,2005-07-01,Middletown,75 BURGUNDY HL LN,22710.0,66000.0,0.344090909,,,,,,,2023-06-09 14:56:11.832913
47898,2004,2005-07-06,West Hartford,893 FARMINGTON AVE 2-5C,42290.0,137000.0,0.308686131,,,,,,,2023-06-09 14:59:11.729205
42859,2004,2005-08-12,Waterbury,17 SKY HL CIR,91560.0,199900.0,0.458029015,,,,,,,2023-06-09 15:38:16.691129
40556,2004,2005-07-27,Trumbull,113 COTTAGE ST,139520.0,351000.0,0.397492877,,,,,,,2023-06-09 15:19:16.851789
42818,2004,2005-08-05,Waterbury,65 ANGEL DR UT A,12320.0,44300.0,0.278103837,,,,,,,2023-06-09 15:33:11.789050
40839,2004,2005-07-05,Manchester,256 KENNEDY DR,101000.0,240000.0,0.420833333,,,,,,,2023-06-09 14:58:16.755857
40115,2004,2005-07-22,Killingworth,21 OVERLOOK FARMS,395470.0,860000.0,0.459848837,,,,,,,2023-06-09 15:15:11.820529
40788,2004,2005-07-07,Torrington,156 PENNY LN,800.0,324280.0,0.002467004,,,7,,,,2023-06-09 15:01:16.702198
40891,2004,2005-07-07,Norwich,BRIAR LN,0.0,7500.0,0.0,,,25,,,,2023-06-09 15:00:16.725052
41081,2004,2005-07-08,Greenwich,41 MILBANK AVE,34311200.0,540000.0,63.53925926,,,8,,,,2023-06-09 15:01:16.702198
43384,2004,2005-08-11,Waterbury,92 HAMDEN AVE 3,50470.0,97000.0,0.520309278,,,,,,,2023-06-09 15:38:16.691129
41698,2004,2005-07-26,Danbury,14 SOUTH ST UT 32,151900.0,282000.0,0.538652482,,,,,,,2023-06-09 15:18:16.806490
40773,2004,2005-07-15,Westport,6 BLUEWATER LN,1146900.0,4650000.0,0.246645161,,,,,,,2023-06-09 15:08:11.746737
40100,2004,2005-07-05,Durham,46 MAIN ST,138290.0,350000.0,0.395114286,,,14,,,,2023-06-09 14:56:11.832913
40365,2004,2005-07-01,Killingly,121 HAWKINS ST,73670.0,215000.0,0.342651163,,,,,,POINT (-71.87434 41.80568),2023-06-09 14:55:11.714441
40121,2004,2005-07-27,Killingworth,19 JACOB LN,294470.0,530000.0,0.555603774,,,,,,,2023-06-09 15:20:11.681819
40392,2004,2005-07-08,Guilford,259 SAM HL RD,303340.0,440000.0,0.689409091,,,,,,,2023-06-09 15:01:16.702198
40908,2004,2005-07-29,East Hartford,61-63 LAUREL ST,104270.0,264900.0,0.393620234,,,,,,,2023-06-09 15:22:16.839850
40693,2004,2005-08-02,Trumbull,88 PLYMOUTH AVE,211680.0,562900.0,0.376052585,,,,,,,2023-06-09 15:30:16.709917
40544,2004,2005-07-18,East Haven,16 NAVARRO RD,71050.0,138000.0,0.514855072,,,14,,,POINT (-72.84506 41.31288),2023-06-09 15:09:16.693684
40516,2004,2005-07-08,East Haven,82 FLORENCE ST,85970.0,75900.0,1.132674572,,,1,,,,2023-06-09 15:01:16.702198
43190,2004,2005-08-15,Bridgeport,54 BALMFORTH ST,361784.0,775000.0,0.466818065,,,,,,,2023-06-09 15:41:11.727517
40493,2004,2005-08-03,Cheshire,739C W MAIN ST,110240.0,187000.0,0.589518717,,,,,,,2023-06-09 15:31:11.867138
42564,2004,2005-08-02,Waterbury,121 CENTRAL AVE,59850.0,999000.0,0.05990991,,,14,,,POINT (-73.04327 41.5606),2023-06-09 15:28:16.713768
40037,2004,2005-08-10,Canaan,96 MAIN ST,125000.0,315000.0,0.396825397,,,,,,,2023-06-09 15:37:16.718357
40090,2004,2005-07-01,Sharon,BARBERRY HLS RD,73500.0,67365.0,1.091071031,,,6,,,,2023-06-09 14:56:11.832913
40920,2004,2005-07-15,West Haven,227 WEST WALK,47530.0,148000.0,0.321148649,,,,,,,2023-06-09 15:07:16.720011
41141,2004,2005-07-06,Bristol,101 STEARNS ST,113830.0,232500.0,0.489591398,,,,,,,2023-06-09 14:59:11.729205
40492,2004,2005-07-06,Southbury,541B HERITAGE VLG,126290.0,284500.0,0.443901582,,,,,,,2023-06-09 14:59:11.729205
41848,2004,2005-07-19,New Haven,243 W HAZEL ST,65800.0,60000.0,1.096666667,,,,,,,2023-06-09 15:12:16.759543
40326,2004,2005-07-27,Madison,86 KELSEY PL,191200.0,417500.0,0.457964072,,,,,,POINT (-72.62628 41.27397),2023-06-09 15:19:16.851789
41644,2004,2005-08-01,Hartford,10-12 CLARK ST,47180.0,110000.0,0.428909091,,,25,,,,2023-06-09 15:28:16.713768
40301,2004,2005-07-05,Berlin,210 HIGH RD,285500.0,420000.0,0.679761905,,,,,,,2023-06-09 14:58:16.755857
40920,2004,2005-08-12,Wallingford,26 JUDD SQ CONDO,25800.0,110000.0,0.234545455,,,,,,,2023-06-09 15:39:11.845186
41472,2004,2005-07-01,Hartford,126 PALM ST,48580.0,152000.0,0.319605263,,,,,,,2023-06-09 14:55:11.714441
40816,2004,2005-07-29,Westport,172 REGENTS PARK,292200.0,887500.0,0.329239437,,,,,,,2023-06-09 15:22:16.839850
42998,2004,2005-07-29,Bridgeport,3456 MADISON AVE,121170.0,225000.0,0.538533333,,,,,,POINT (-73.22677 41.22112),2023-06-09 15:24:16.721000
40908,2004,2005-07-08,West Hartford,373 PARK RD,84210.0,399900.0,0.210577644,,,,,,,2023-06-09 15:01:16.702198
41119,2004,2005-08-01,Milford,38 WAYLAND RD,110600.0,350000.0,0.316,,,,,,,2023-06-09 15:25:11.704556
41968,2004,2005-08-01,Southington,THE MDWS 11M,24570.0,79000.0,0.311012658,,,,,,,2023-06-09 15:25:11.704556
47883,2004,2005-07-05,West Hartford,47 N MAIN ST,186400.0,560000.0,0.332857143,,,,,,,2023-06-09 14:58:16.755857
42672,2004,2005-08-08,Waterbury,1623 E MAIN ST,72310.0,172387.0,0.419463185,,,,,,,2023-06-09 15:35:11.709436
40345,2004,2005-06-30,East Hampton,10 SAFFRON LN,25160.0,50000.0,0.5032,,,3,,,POINT (-72.52318 41.58408),2023-06-09 14:53:16.865376
40480,2004,2005-08-08,Simsbury,430 BUSHY HL RD,120440.0,207500.0,0.580433735,,,,,,,2023-06-09 15:35:11.709436
41125,2004,2005-07-27,Fairfield,4720 CONGRESS ST,474390.0,920000.0,0.515641304,,,,,,POINT (-73.30401 41.19761),2023-06-09 15:19:16.851789
40835,2004,2005-07-01,Manchester,274 HACKMATACK ST,90400.0,185000.0,0.488648649,,,1,,,,2023-06-09 14:55:11.714441
40495,2004,2005-08-04,Cheshire,39 CHAMBERLAIN CT,533920.0,985000.0,0.542050761,,,,,,,2023-06-09 15:32:11.707834
40454,2004,2005-08-15,Oxford,RIGGS ST,1339100.0,470905.0,2.843673352,,,7,,,,2023-06-09 15:39:11.845186
41220,2004,2005-07-05,Meriden,122 & 126 SPRING ST,89110.0,200000.0,0.44555,,,,,,,2023-06-09 14:58:16.755857
40851,2004,2005-07-12,Middletown,728 LONG HL RD,90590.0,182900.0,0.495297977,,,,,,,2023-06-09 15:04:16.784212
40261,2004,2005-08-15,Woodbury,46 SOUCY RD,123730.0,225000.0,0.549911111,,,,,,,2023-06-09 15:41:11.727517
40410,2004,2005-08-04,Darien,90 FIVE MILE RVR RD,1056020.0,2100000.0,0.502866667,,,,,,,2023-06-09 15:32:11.707834
40143,2004,2005-07-14,New Hartford,22 RIDGE VW TER,24710.0,30000.0,0.823666667,,,3,,,,2023-06-09 15:06:16.712913
42789,2004,2005-07-07,Bridgeport,45 STOEHRS PL,118300.0,260000.0,0.455,,,,,,,2023-06-09 15:00:16.725052
40622,2004,2005-07-12,Trumbull,71 TWITCHGRASS RD,133560.0,320000.0,0.417375,,,,,,,2023-06-09 15:04:16.784212
41150,2004,2005-07-08,Bristol,209 MORNINGSIDE DR E,72740.0,135500.0,0.536826568,,,,,,,2023-06-09 15:01:16.702198
40867,2004,2005-08-01,Torrington,17 WADHAMS AVE,133100.0,200000.0,0.6655,,,,,,,2023-06-09 15:25:11.704556
41361,2004,2005-08-05,New Britain,103 CHILDS ST,60270.0,138000.0,0.43673913,,,,,,,2023-06-09 15:33:11.789050
41636,2004,2005-07-29,Hartford,45 1 EVERGREEN AVE,13580.0,55000.0,0.246909091,,,,,,,2023-06-09 15:22:16.839850
40798,2004,2005-07-05,Wallingford,61 WALL ST,89400.0,163000.0,0.548466258,,,10,,,POINT (-72.81308 41.44981),2023-06-09 14:57:11.729739
43091,2004,2005-08-04,Bridgeport,61 ALBEMARLE ST,155120.0,300000.0,0.517066667,,,,,,,2023-06-09 15:32:11.707834
40040,2004,2005-07-12,Cornwall,52 DARK ENTRY RD,278730.0,150000.0,1.8582,,,8,,,,2023-06-09 15:05:11.681631
40476,2004,2005-07-05,Ridgefield,RIDGEBURY RD LT 1,163630.0,500000.0,0.32726,,,3,,,,2023-06-09 14:58:16.755857
40984,2004,2005-07-01,Milford,25 DAVIS DR,117320.0,319000.0,0.367774295,,,,,,,2023-06-09 14:53:16.865376
41929,2004,2005-07-28,New Haven,346 PROSPECT AVE 3,46130.0,188000.0,0.24537234,,,,,,,2023-06-09 15:21:11.802916
40355,2004,2005-07-15,Brookfield,3 GREAT HERON LN,232710.0,428660.0,0.542877805,,,7,,,POINT (-73.41354 41.4902),2023-06-09 15:08:11.746737
40367,2004,2005-07-19,Brookfield,5 APPLEBY FARM RD,77330.0,287500.0,0.268973913,,,,,,,2023-06-09 15:11:16.848419
40075,2004,2005-07-13,Deep River,43 RIVERVIEW AVE,106750.0,264000.0,0.404356061,,,,,,,2023-06-09 15:05:11.681631
47757,2004,2005-07-01,Hamden,51 LAKE ST,94080.0,320000.0,0.294,,,,,,,2023-06-09 14:55:11.714441
48793,2004,2005-07-11,Hamden,98 COLONIAL DR,82040.0,260000.0,0.315538462,,,,,,,2023-06-09 15:03:11.793148
41972,2004,2005-08-01,Southington,169 HILLTOP DR,162750.0,374000.0,0.435160428,,,,,,,2023-06-09 15:26:11.767496
40855,2004,2005-07-08,Manchester,57 FALKNOR DR,72100.0,145000.0,0.497241379,,,,,,,2023-06-09 15:01:16.702198
40058,2004,2005-07-01,Lyme,11 COVE RD,250800.0,327102.0,0.766733313,,,,,,,2023-06-09 14:56:11.832913
40280,2004,2005-07-18,Ellington,36 WHITE RD,53670.0,70000.0,0.766714286,,,,,,,2023-06-09 15:10:16.740441
41660,2004,2005-08-02,Hartford,31-33 YORK ST,63840.0,215000.0,0.296930233,,,,,,,2023-06-09 15:28:16.713768
41298,2004,2005-07-21,Meriden,80 OLD FARM RD,89880.0,242000.0,0.371404959,,,,,,,2023-06-09 15:14:11.664587
40957,2004,2005-07-29,Norwich,113 BRIAR LN,0.0,225000.0,0.0,,,25,,,POINT (-72.12273 41.51003),2023-06-09 15:24:16.721000
41568,2004,2005-07-06,Danbury,25 KEN OAKS DR,159300.0,390000.0,0.408461538,,,,,,,2023-06-09 14:59:11.729205
41826,2004,2005-07-15,New Haven,64 LEY ST,76930.0,227500.0,0.338153846,,,,,,POINT (-72.89467 41.26873),2023-06-09 15:07:16.720011
42022,2004,2005-08-05,New Haven,208 ENGLISH ST,75810.0,240000.0,0.315875,,,,,,,2023-06-09 15:34:12.013441
40386,2004,2005-08-04,Cromwell,1 REDWOOD CT,76240.0,67656.0,1.126877143,,,8,,,POINT (-72.68581 41.60505),2023-06-09 15:31:11.867138
40727,2004,2005-07-28,Naugatuck,77 JOSEPH RD,108770.0,195000.0,0.557794872,,,,,,,2023-06-09 15:21:11.802916
40207,2004,2005-08-02,Orange,486 GRACE TRL,125500.0,288000.0,0.435763889,,,,,,,2023-06-09 15:29:16.935029
40406,2004,2005-08-04,Darien,5 BISHOPS GATE,1540490.0,2325000.0,0.662576344,,,,,,POINT (-73.49358 41.05993),2023-06-09 15:32:11.707834
40100,2004,2005-08-05,Ashford,WESTFORD RD,7360.0,132500.0,0.05554717,,,28,,,,2023-06-09 15:33:11.789050
41894,2004,2005-07-29,Norwalk,ISLAND DRIVE 15,462560.0,795900.0,0.58117854,,,,,,,2023-06-09 15:22:16.839850
40311,2004,2005-08-02,Old Saybrook,6 ACORN DR,232400.0,365000.0,0.636712329,,,,,,POINT (-72.39277 41.32764),2023-06-09 15:29:16.935029
41214,2004,2005-07-05,New Britain,1462 STANLEY ST,80570.0,138000.0,0.58384058,,,,,,,2023-06-09 14:57:11.729739
40233,2004,2005-07-22,Portland,41-43 GROVE ST,91910.0,239900.0,0.383117966,,,,,,,2023-06-09 15:15:11.820529
40605,2004,2005-07-22,Windsor,93 PLEASANT ST,99540.0,195000.0,0.510461538,,,,,,,2023-06-09 15:15:11.820529
40786,2004,2005-07-20,Westport,4 OAKWOOD LN,412400.0,735000.0,0.561088435,,,,,,,2023-06-09 15:13:12.007931
40094,2004,2005-08-02,Sherman,45 JERICHO RD N,610890.0,885000.0,0.690271186,,,25,,,,2023-06-09 15:28:16.713768
41947,2004,2005-07-27,Southington,PANTHORN PL 5,88550.0,206900.0,0.427984534,,,,,,,2023-06-09 15:19:16.851789
42415,2004,2005-07-19,Stamford,37 REVERE DR 25 C 3,61250.0,257500.0,0.237864078,,,,,,POINT (-73.51643 41.05961),2023-06-09 15:11:16.848419
40964,2004,2005-08-01,West Haven,175 SURREY DR,53060.0,186000.0,0.285268817,,,,,,,2023-06-09 15:27:16.688004
41059,2004,2005-08-02,West Hartford,15 CASSANDRA BLVD UT203,68630.0,257851.0,0.266161465,,,7,,,POINT (-72.77838 41.74651),2023-06-09 15:30:16.709917
40496,2004,2005-08-04,Wethersfield,103 FAIRVIEW DR,149000.0,265000.0,0.562264151,,,,,,,2023-06-09 15:32:11.707834
40573,2004,2005-07-22,Newtown,88 HATTERTOWN RD,575880.0,1150000.0,0.500765217,,,,,,,2023-06-09 15:15:11.820529
41348,2004,2005-08-01,Meriden,103 WEBB MNR,10850.0,54900.0,0.197632058,,,,,,,2023-06-09 15:26:11.767496
40409,2004,2005-08-05,Darien,2520 BOSTON POST RD,1175650.0,95000.0,12.37526316,,,1,,,,2023-06-09 15:34:12.013441
40914,2004,2005-07-14,West Haven,4 ISADORE ST,28490.0,37500.0,0.759733333,,,,,,,2023-06-09 15:06:16.712913
40467,2004,2005-07-28,Simsbury,15 KNOLL LN,46760.0,210000.0,0.222666667,,,,,,POINT (-72.81987 41.84773),2023-06-09 15:20:11.681819
40386,2004,2005-07-26,Darien,97 CHRISTIE HL RD,1614690.0,3515000.0,0.459371266,,,,,,,2023-06-09 15:18:16.806490
40813,2004,2005-07-29,Westport,21 HICKORY DR,287500.0,790000.0,0.363924051,,,,,,,2023-06-09 15:23:16.842191
41933,2004,2005-08-02,Norwalk,71 AIKEN ST,113190.0,253000.0,0.447391304,,,,,,POINT (-73.41854 41.13449),2023-06-09 15:28:16.713768
41739,2004,2005-07-29,Danbury,36 SOUTHVIEW AVE,169200.0,350000.0,0.483428571,,,,,,,2023-06-09 15:24:16.721000
40517,2004,2005-07-19,Southbury,1220 ROXBURY RD,2630.0,540000.0,0.00487037,,,17,,,,2023-06-09 15:11:16.848419
40408,2004,2005-07-18,Oxford,24 OAKWOOD DR,145500.0,360000.0,0.404166667,,,,,,,2023-06-09 15:10:16.740441
40431,2004,2005-07-05,Avon,41 HOMESTEAD LN,244090.0,399900.0,0.610377594,,,,,,,2023-06-09 14:58:16.755857
40499,2004,2005-07-22,New London,193 HEMPSTEAD ST,128240.0,275000.0,0.466327273,,,,,,POINT (-72.10114 41.3581),2023-06-09 15:15:11.820529
41474,2004,2005-07-01,Hartford,13-15 MCKINLEY ST,61180.0,220000.0,0.278090909,,,,,,POINT (-72.67214 41.73501),2023-06-09 14:56:11.832913
40660,2004,2005-08-04,Groton,96 CAPSTAN AVE,101920.0,296000.0,0.344324324,,,,,,POINT (-71.98534 41.35103),2023-06-09 15:32:11.707834
41635,2004,2005-07-28,Hartford,26 GOODWIN CIR,22470.0,573580.0,0.039175006,,,25,,,,2023-06-09 15:20:11.681819
47775,2004,2005-07-06,Hamden,136 WOODIN ST,59920.0,195000.0,0.307282051,,,,,,,2023-06-09 14:59:11.729205
40373,2004,2005-07-21,Brookfield,12A RICHARDS RD,202340.0,413000.0,0.489927361,,,,,,POINT (-73.40384 41.50051),2023-06-09 15:14:11.664587
42531,2004,2005-08-01,Stamford,SYLVAN KNL RD,1610830.0,299000.0,5.387391304,,,25,,,,2023-06-09 15:24:16.721000
40738,2004,2005-08-01,Enfield,218 BRAINARD RD,109340.0,295000.0,0.370644068,,,,,,,2023-06-09 15:28:16.713768
41326,2004,2005-08-11,Bristol,489 WOLCOTT ST 83,71020.0,158000.0,0.449493671,,,,,,,2023-06-09 15:38:16.691129
40728,2004,2005-07-07,New Milford,8 BIRCH RD,130550.0,320000.0,0.40796875,,,,,,,2023-06-09 15:00:16.725052
40246,2004,2005-07-12,Griswold,143 MACKIN DR,13090.0,45000.0,0.290888889,,,,,,,2023-06-09 15:04:16.784212
40183,2004,2005-08-08,Essex,7 OAK DR,143500.0,300000.0,0.478333333,,,,,,POINT (-72.41787 41.34271),2023-06-09 15:34:12.013441
42005,2004,2005-08-09,Norwalk,14 ADAMSON AVE,195930.0,440000.0,0.445295455,,,25,,,POINT (-73.42562 41.07981),2023-06-09 15:36:16.702228
41235,2004,2005-07-01,Meriden,1 W MAIN ST,1516340.0,1825000.0,0.830871233,,,,,,,2023-06-09 14:55:11.714441
42559,2004,2005-08-01,Waterbury,87 WOODBINE ST,66780.0,150000.0,0.4452,,,,,,,2023-06-09 15:25:11.704556
42423,2004,2005-07-19,Stamford,306 DUNDEE RD,289530.0,780000.0,0.371192308,,,25,,,,2023-06-09 15:12:16.759543
40405,2004,2005-06-30,Simsbury,102 OLD CANAL WAY,164510.0,335000.0,0.491074627,,,,,,,2023-06-09 14:52:56.443116
40458,2004,2005-08-11,Windham,157 CHESTNUT ST,67780.0,235000.0,0.288425532,,,,,,,2023-06-09 15:38:16.691129
40876,2004,2005-07-22,Middletown,56 HAWKS NEST CIR,108910.0,260000.0,0.418884615,,,,,,,2023-06-09 15:15:11.820529
40286,2004,2005-08-15,Suffield,49 SUSAN DR,141330.0,269900.0,0.523638385,,,,,,POINT (-72.6432 41.96144),2023-06-09 15:40:11.705161
41275,2004,2005-08-01,Bristol,161 FAIRFIELD ST,127740.0,278000.0,0.459496403,,,,,,,2023-06-09 15:24:16.721000
40603,2004,2005-07-21,Windsor,200 DAY HL RD,2447550.0,4375000.0,0.55944,,,,,,POINT (-72.67412 41.8723),2023-06-09 15:14:11.664587
40730,2004,2005-07-29,Naugatuck,123 QUINN ST,92600.0,201200.0,0.460238569,,,,,,,2023-06-09 15:24:16.721000
40175,2004,2005-08-05,Redding,55 ORCHARD DR,361970.0,749000.0,0.483271028,,,,,,,2023-06-09 15:33:11.789050
40462,2004,2005-07-26,Simsbury,9 MERRYWOOD,210790.0,380000.0,0.554710526,,,,,,,2023-06-09 15:18:16.806490
40853,2004,2005-07-12,Middletown,154H RISING TRL DR,58510.0,160000.0,0.3656875,,,,,,,2023-06-09 15:04:16.784212
40568,2004,2005-08-01,Farmington,29 WOODS RUN,117040.0,223950.0,0.522616656,,,,,,,2023-06-09 15:27:16.688004
40476,2004,2005-07-18,Wethersfield,63 WRIGHT RD,102200.0,167000.0,0.611976048,,,,,,,2023-06-09 15:10:16.740441
40521,2004,2005-07-20,Southbury,187 OLD POVERTY RD,154190.0,381700.0,0.403955986,,,25,,,,2023-06-09 15:13:12.007931
40150,2004,2005-08-04,New Hartford,284 CEDAR LN,144900.0,255000.0,0.568235294,,,,,,,2023-06-09 15:32:11.707834
40274,2004,2005-07-21,Canton,566 CHERRY BRK,161940.0,375000.0,0.43184,,,,,,,2023-06-09 15:14:11.664587
41382,2004,2005-08-04,Meriden,15 WEBSTER ST,73360.0,205000.0,0.357853659,,,,,,POINT (-72.79091 41.54608),2023-06-09 15:32:11.707834
40536,2004,2005-08-04,Vernon,655 203 TALCOTTVILLE RD,25090.0,55500.0,0.452072072,,,14,,,,2023-06-09 15:32:11.707834
42572,2004,2005-08-02,Stamford,123 CENTER ST,124520.0,462000.0,0.26952381,,,,,,POINT (-73.52455 41.06732),2023-06-09 15:28:16.713768
40310,2004,2005-07-08,Seymour,210 CEDAR ST UT 8,24150.0,77500.0,0.311612903,,,,,,POINT (-73.07821 41.38502),2023-06-09 15:02:11.704908
40324,2004,2005-07-22,Plainville,190 TOMLINSON AVE 7C,60040.0,159900.0,0.375484678,,,,,,,2023-06-09 15:15:11.820529
41932,2004,2005-07-22,Southington,5 SOUTH RD TG,18760.0,114265.0,0.164179758,,,7,,,,2023-06-09 15:16:16.834164
40397,2004,2005-07-11,Waterford,58 OLD COLCHESTER RD,107840.0,206000.0,0.523495146,,,,,,POINT (-72.11903 41.40576),2023-06-09 15:03:11.793148
42732,2004,2005-07-01,Bridgeport,159 CRESTVIEW DR,128661.0,270000.0,0.476522222,,,,,,,2023-06-09 14:56:11.832913
40399,2004,2005-08-15,Monroe,71 HARVESTER RD,198800.0,405000.0,0.490864198,,,,,,,2023-06-09 15:40:11.705161
42308,2004,2005-07-06,Stamford,28 LAUREL LEDGE CT,301840.0,815000.0,0.370355828,,,,,,,2023-06-09 14:59:11.729205
41002,2004,2005-08-08,Norwich,128 BRIAR LN,0.0,222782.0,0.0,,,25,,,,2023-06-09 15:35:11.709436
41734,2004,2005-07-29,Danbury,5 NABBY RD B137,33000.0,85000.0,0.388235294,,,,,,,2023-06-09 15:22:16.839850
42801,2004,2005-07-08,Bridgeport,130 HALE TER,88550.0,209000.0,0.423684211,,,,,,,2023-06-09 15:01:16.702198
41035,2004,2005-07-18,Milford,1215 WINDWARD RD,117320.0,329900.0,0.355622916,,,,,,,2023-06-09 15:10:16.740441
42457,2004,2005-07-22,Stamford,10 FOREST LAWN AVE A1,114730.0,395000.0,0.290455696,,,,,,,2023-06-09 15:15:11.820529
